NAME,     lat,    lon,    alt,    trk,     gs,     vs,     time
unitless,   [deg],    [deg],   [ft],    [deg],   [kn],   [fpm],  [s]
Ownship  33.9500, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 0.0
Intruder0  33.1500, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 0.0
Ownship  33.9493, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 1.0
Intruder0  33.1510, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 1.0
Ownship  33.9486, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 2.0
Intruder0  33.1519, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 2.0
Ownship  33.9479, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 3.0
Intruder0  33.1529, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 3.0
Ownship  33.9472, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 4.0
Intruder0  33.1539, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 4.0
Ownship  33.9465, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 5.0
Intruder0  33.1549, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 5.0
Ownship  33.9458, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 6.0
Intruder0  33.1558, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 6.0
Ownship  33.9451, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 7.0
Intruder0  33.1568, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 7.0
Ownship  33.9444, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 8.0
Intruder0  33.1578, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 8.0
Ownship  33.9437, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 9.0
Intruder0  33.1588, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 9.0
Ownship  33.9430, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 10.0
Intruder0  33.1597, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 10.0
Ownship  33.9423, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 11.0
Intruder0  33.1607, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 11.0
Ownship  33.9416, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 12.0
Intruder0  33.1617, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 12.0
Ownship  33.9409, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 13.0
Intruder0  33.1626, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 13.0
Ownship  33.9402, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 14.0
Intruder0  33.1636, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 14.0
Ownship  33.9395, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 15.0
Intruder0  33.1646, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 15.0
Ownship  33.9388, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 16.0
Intruder0  33.1656, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 16.0
Ownship  33.9381, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 17.0
Intruder0  33.1665, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 17.0
Ownship  33.9374, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 18.0
Intruder0  33.1675, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 18.0
Ownship  33.9367, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 19.0
Intruder0  33.1685, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 19.0
Ownship  33.9360, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 20.0
Intruder0  33.1694, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 20.0
Ownship  33.9353, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 21.0
Intruder0  33.1704, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 21.0
Ownship  33.9346, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 22.0
Intruder0  33.1714, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 22.0
Ownship  33.9339, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 23.0
Intruder0  33.1724, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 23.0
Ownship  33.9332, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 24.0
Intruder0  33.1733, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 24.0
Ownship  33.9325, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 25.0
Intruder0  33.1743, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 25.0
Ownship  33.9318, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 26.0
Intruder0  33.1753, -96.6900, 9000.0000, 0.0000, 210.0000, 0.0000, 26.0
Ownship  33.9311, -96.7000, 8700.0000, 180.0000, 151.0000, 0.0000, 27.0
